label,coord_0,coord_1,coord_2,coord_3,coord_4,coord_5,coord_6,coord_7,coord_8,coord_9,coord_10,coord_11,coord_12,coord_13,coord_14,coord_15,coord_16,coord_17,coord_18,coord_19,coord_20,coord_21,coord_22,coord_23,coord_24,coord_25,coord_26,coord_27,coord_28,coord_29,coord_30,coord_31,coord_32,coord_33,coord_34,coord_35,coord_36,coord_37,coord_38,coord_39,coord_40,coord_41
open_palm,0.0,0.0,-0.15843209525425497,-0.122079335204008,-0.2725923617941972,-0.2649673598065802,-0.3345655552314985,-0.42759166637984597,-0.39257780539307413,-0.5621562554785265,-0.21901325232309654,-0.5410162630344904,-0.2655991704139537,-0.7143280113504504,-0.29210341405171747,-0.8092155383946213,-0.3158161376787572,-0.91123554096695,-0.12337073273726964,-0.5793775729576204,-0.152140356555342,-0.7756514804677129,-0.1678800691026498,-0.884764709422472,-0.19174435481549781,-1.0,-0.032588465058498335,-0.570107126014515,-0.04844753526435105,-0.7557871858986475,-0.06817033163112808,-0.8633918387137873,-0.09483056546344888,-0.9600908647915236,0.0665786278136354,-0.524322091774164,0.06851008833875676,-0.6783097747884018,0.06059927205917724,-0.7741332429999148,0.04256116979361591,-0.8668767602990262
open_palm,0.0,0.0,-0.15491727390168067,-0.11855499251905695,-0.28043404594862636,-0.25937021047107656,-0.3467371278647775,-0.4131970706876748,-0.4089109415691119,-0.5406216159337827,-0.24041828773799462,-0.5214318976754035,-0.30160085269829306,-0.6914322592768551,-0.3288631981574954,-0.7937682747714273,-0.3496627941254689,-0.8988667851236962,-0.15098633557195684,-0.567798819776935,-0.1833475619998744,-0.7663016896003122,-0.1967226087150758,-0.8836520785021726,-0.21184836738947893,-1.0,-0.060656289606502496,-0.5634167310487533,-0.07783586439324529,-0.7523122209170513,-0.09234279376887577,-0.859670690259108,-0.11005425323941312,-0.9566474917730662,0.03642979367582099,-0.5196186817533603,0.040094889830254665,-0.6688749396871817,0.0404078103108901,-0.7633233357042769,0.035776106397771415,-0.8558270972107908
open_palm,0.0,0.0,-0.13480772737648933,-0.11092225029833087,-0.23832670490847202,-0.2615713892931351,-0.2849880808795176,-0.4110766992156735,-0.32872138239590976,-0.5423430354302843,-0.1849222326083123,-0.5353300722223236,-0.22470557881082048,-0.7097474448744207,-0.23838579709812183,-0.8118431286792651,-0.24350122352825163,-0.9156761040406449,-0.08296204681795145,-0.5661613280762613,-0.09482828543635348,-0.7652182618954554,-0.09536557270211835,-0.8831868794261508,-0.09713118710751448,-1.0,0.012820182278703985,-0.5447509480626701,0.01172170740295284,-0.7284915250696733,0.011023892628362257,-0.8380629354402773,0.007220538638482076,-0.9413803596757156,0.10896279845554846,-0.4839561882225502,0.1250957189966899,-0.6324699161474301,0.13817560580315413,-0.7275579061115438,0.14783078029354516,-0.8238403487116679
open_palm,0.0,0.0,-0.16698915431018765,-0.11422453088182813,-0.28857654839501407,-0.26528634366511983,-0.3610205400897507,-0.42340886846677944,-0.43276217506515824,-0.5295807607379998,-0.2533009467736624,-0.5448101390195005,-0.3039515104264126,-0.713064014712546,-0.33371909365828,-0.803514459621678,-0.36592086115284356,-0.8986241836376246,-0.15785871666226986,-0.5848902040908435,-0.1907632402828838,-0.787778833320985,-0.2123044429803969,-0.8916537375382607,-0.2461176168918688,-1.0,-0.06166799835524312,-0.5716560620853783,-0.08348359347025927,-0.7692493570051047,-0.11043915368112206,-0.8736488819507503,-0.1457530983477143,-0.9669245303026884,0.04813190486850832,-0.51824639680219,0.047952571250664267,-0.6833537463451789,0.03803610117531419,-0.785719891672909,0.017625019795595623,-0.8854930885662436
open_palm,0.0,0.0,-0.14801636123013437,-0.10423941284996031,-0.2564029920397835,-0.26333550972599185,-0.3214592661038398,-0.4217257103714595,-0.3946245515717108,-0.5494759584491805,-0.20317601567002713,-0.5438970811159825,-0.2554640734827422,-0.7153626073666925,-0.29829486016073575,-0.8081065280397669,-0.345247617263933,-0.904056885592453,-0.11581540741139305,-0.5813050285017761,-0.14689450152157785,-0.782864167229735,-0.17617274280315925,-0.8937765862229171,-0.21706340131887325,-1.0,-0.02982292579604752,-0.5698807260942581,-0.047709355349735263,-0.7618602880081454,-0.0780082592549287,-0.8682562955865447,-0.1230188187258066,-0.9646565559258757,0.05942545303286008,-0.5176348854703543,0.07690730119377379,-0.6695252946149285,0.07361415351949596,-0.767003541897973,0.05527306139807187,-0.858537443438797
open_palm,0.0,0.0,-0.13164654393407063,-0.09494031638388482,-0.23211054148624466,-0.23570712524511,-0.29493102988466885,-0.3746734843064116,-0.3576730890349065,-0.49411512758816517,-0.1709107257875368,-0.5058650790721597,-0.21097810052992574,-0.6777363027113006,-0.23242143085903688,-0.7824819121616232,-0.24545140124939133,-0.8880072006086229,-0.0741750195552243,-0.5414932393095131,-0.08589892717122519,-0.749949400485041,-0.09202890958640551,-0.8774058581141978,-0.09953713349580738,-1.0,0.01786267053524762,-0.5229232173195592,0.016122344864863577,-0.7155264016363287,0.01012020063600614,-0.8368170107235254,0.00058725201773007,-0.9510908808958852,0.10861691881099474,-0.46235187736106265,0.1358924385275422,-0.6090995488904419,0.1532620614361452,-0.7078373588719999,0.16537112065424578,-0.8049561331969726
open_palm,0.0,0.0,-0.13523799879192294,-0.08949524341013222,-0.24630342863701787,-0.22750492324796598,-0.32061274886302055,-0.36146650428503907,-0.39144290655450925,-0.473233047508741,-0.1963827271384463,-0.5027217457443551,-0.24855121614592354,-0.6733797936142146,-0.2800110774049983,-0.775058706984776,-0.30373430629770354,-0.8797523768193962,-0.1058268051145553,-0.5425059693265226,-0.13346813017224496,-0.7503828243686136,-0.1503968963385076,-0.87797505285143,-0.16799136297900807,-1.0,-0.015142899611716143,-0.5299896821086085,-0.0334572733213002,-0.7226173211659979,-0.05093012459284867,-0.8447307229156128,-0.07023310854940512,-0.9598096152558792,0.0755434910072191,-0.4789443102568041,0.08922793811004746,-0.629962019660064,0.09810321960769025,-0.7314152534251501,0.10305030915620834,-0.8320095689395279
open_palm,0.0,0.0,-0.14659985475532566,-0.0886505198158999,-0.26575431162185786,-0.21783315197713396,-0.3459461738633374,-0.3530579562026775,-0.4283042484626249,-0.45688170512839554,-0.22803318043831822,-0.4999841083735455,-0.28779959109806985,-0.67210958865603,-0.3231764278786084,-0.772494038244357,-0.3526933272258379,-0.8754612364899215,-0.13420821927697413,-0.547737727152433,-0.1682490414314666,-0.7559237035826754,-0.18816659982600664,-0.8805104614017948,-0.21190900917865207,-1.0,-0.041694516941671665,-0.5435333937374853,-0.0665164388893494,-0.7390502301570684,-0.08938840237087095,-0.8581519811268169,-0.11673126333319438,-0.9704577059934111,0.05511711170407907,-0.5017537487867662,0.06398272268760465,-0.6576878178624757,0.0653374239497831,-0.7614828181172207,0.059100878926729064,-0.8626233577521351
open_palm,0.0,0.0,-0.13329689322491714,-0.10254667458031036,-0.23924772170855896,-0.2540354004470138,-0.3112426253684398,-0.3942801795429673,-0.38869800647866937,-0.4962351507415401,-0.17463510503842788,-0.5228920290084996,-0.22450372045963596,-0.6959398687570565,-0.25956139413166024,-0.7925824861654321,-0.2892905723325734,-0.8922305421333874,-0.08489906978816181,-0.552089322998121,-0.10984034057680714,-0.7598484232861471,-0.13123044156438524,-0.8829853943899272,-0.1565931368263034,-1.0,0.0016144845949415294,-0.5313368184066436,-0.01253132494952362,-0.7248690051162007,-0.03499769624980486,-0.8414778531785937,-0.06301506501497181,-0.9493447941377846,0.08643442849627028,-0.47146985592521146,0.0990679840915822,-0.6217508042552953,0.1006158446898103,-0.722514297849936,0.09452457566962853,-0.8203024207219937
open_palm,0.0,0.0,-0.14281628521589154,-0.08211248783075296,-0.26076654091106694,-0.21381008530477016,-0.33298894753616454,-0.3454205121379881,-0.40692205784585717,-0.4487380237046137,-0.22889576228227884,-0.4978144499597017,-0.29140242898331964,-0.6706155020658314,-0.33088589540360974,-0.7712275011931582,-0.3635847145556279,-0.8736641220144056,-0.1350626097890857,-0.5472489042440984,-0.17407300226965924,-0.7544357932641103,-0.19558658751593966,-0.8784968558951683,-0.22010393447345872,-1.0,-0.04100097676233738,-0.5449692550277802,-0.06985687579778861,-0.7409659151515464,-0.09265030651517558,-0.8590152650132497,-0.1194969303366398,-0.9727358916493104,0.056016401615283255,-0.502855523283262,0.059976462315696935,-0.6579182361947324,0.06326767767422929,-0.7616139974457874,0.06095596384142484,-0.864048604157959
open_palm,0.0,0.0,-0.1464713636459343,-0.07547545414348708,-0.26814053676056326,-0.19972567315195455,-0.34434718887558213,-0.32740840724536796,-0.4171280253635094,-0.43202602452256794,-0.23624330133970015,-0.47830747448942157,-0.30329753696027095,-0.6514128518571216,-0.34328755795828597,-0.7592105582179697,-0.37455185412281444,-0.8680264226617775,-0.1475131293422855,-0.5312934866594653,-0.18866710138704298,-0.7423251329842384,-0.21258719663419237,-0.8765790781673601,-0.23658210249404865,-1.0,-0.05624450086167789,-0.5336116585879712,-0.08316292252045089,-0.7260790274428935,-0.10580948273166885,-0.8497086692898767,-0.13158102101013788,-0.9628491932895678,0.038509600323105284,-0.49832752819993226,0.04547863160064085,-0.6482983217539053,0.049470710927326196,-0.7492888206465806,0.04892598119940713,-0.8475072593411179
open_palm,0.0,0.0,-0.14349685118874764,-0.07452944013977976,-0.25959683713462833,-0.20476633102837677,-0.3346375718046016,-0.33806645289824694,-0.40817326015470873,-0.4459508948261805,-0.2268999083444612,-0.47336817296854183,-0.28938298366117504,-0.6486423194238055,-0.32454371701889045,-0.7576453396418913,-0.3511566297168885,-0.8664985842601154,-0.13818820126308864,-0.5233368448380677,-0.17524004395253676,-0.739477130059736,-0.1966645160218985,-0.8761755946775794,-0.21740596599389153,-1.0,-0.047648891648410484,-0.5221533826888082,-0.07375212988760349,-0.7173570803397452,-0.0972180539135457,-0.843374252286427,-0.12279574099432691,-0.9589803594695401,0.04592724178390921,-0.4839010671005218,0.054656186424854813,-0.6366148284324149,0.05928359633167236,-0.7397335873605271,0.05900688813852582,-0.8405200105142633
open_palm,0.0,0.0,-0.1531432794953618,-0.06314591225833703,-0.2852914461795149,-0.20262899579738072,-0.37338971258734294,-0.3525077855718964,-0.4597468950826482,-0.46609569773801424,-0.2548512855409152,-0.4724613759864232,-0.3325782215698887,-0.6394351415133538,-0.37641402341326596,-0.7434447057130956,-0.41030856680957795,-0.8506839856843833,-0.16604373284367976,-0.5363732526623166,-0.21622322352634948,-0.745566768923101,-0.24413034060316266,-0.8764511411949335,-0.26934060154329853,-1.0,-0.07449858394171409,-0.5460728832999046,-0.11141914276930698,-0.7411662449615062,-0.13964110045571773,-0.8660833904873305,-0.1705946882281062,-0.9845626677278403,0.022866087652000724,-0.518013630194902,0.019732000241031198,-0.6759944944656152,0.01809319264998034,-0.7811500648474493,0.011625579001171149,-0.88481581014651
open_palm,0.0,0.0,-0.15914125407714427,-0.06566961747970396,-0.2929555777541075,-0.1989420466022418,-0.37802267471701445,-0.3358311303416799,-0.46078456397322193,-0.44187482408260803,-0.2605655640670445,-0.48000664346856664,-0.3387415283703013,-0.6548822422775714,-0.38901647690584074,-0.7585884767899422,-0.43310077169095934,-0.8609276434520098,-0.1729719829132472,-0.5370659669523657,-0.22873020756872506,-0.749214753053374,-0.2656854500449797,-0.8792730679441259,-0.302547904720381,-1.0,-0.08040925284089341,-0.5450896971737319,-0.12270100114242824,-0.7446258961438907,-0.1574600357077812,-0.8703520727897877,-0.1951461977007942,-0.986594922265209,0.017729196216189368,-0.5173862435358982,0.011034159708156497,-0.6814685342424928,0.006140724255352028,-0.7914473448201641,-0.00326947646984155,-0.8974587870392344
open_palm,0.0,0.0,-0.154959172931363,-0.06751695373117765,-0.2854141031247467,-0.1981327847745005,-0.37271890430174076,-0.3313585145772691,-0.4553892391598923,-0.4370183628747294,-0.24740740895360175,-0.4788285791915715,-0.32123706835520366,-0.6585139510603975,-0.36709624584397454,-0.7686776315812361,-0.4066317590098388,-0.8726610669691951,-0.15875608509619785,-0.5343464172686098,-0.2100683228495558,-0.748809942524477,-0.24293593084707601,-0.8823632142736623,-0.2759413047615171,-1.0,-0.06632698322908698,-0.5405059627245784,-0.10437455491345969,-0.741071742297024,-0.13236764991871464,-0.8700571693765848,-0.1630278722019342,-0.9852620909595987,0.030321721684320534,-0.5079740721761205,0.030992286848121078,-0.6646014825143393,0.029140100631740225,-0.7700813827801649,0.021728050775785622,-0.868023208686489
open_palm,0.0,0.0,-0.1388683249808324,-0.08785358497463784,-0.24775277951259306,-0.21928166799528132,-0.31437442560688916,-0.3565196051052652,-0.3817969639886196,-0.47263900101719414,-0.20161617084799463,-0.49625059872283744,-0.25833769152783914,-0.6705887032213405,-0.28910434448523376,-0.7765774548482587,-0.3107797190783984,-0.8825695914806183,-0.11186105906665245,-0.5371675289968029,-0.1385778915139606,-0.751151748101435,-0.15509976457287156,-0.8806240596031758,-0.17361235933186764,-1.0,-0.022753837326793504,-0.5295387422335281,-0.039616411183380974,-0.7264833516969879,-0.05763902640473494,-0.8462376510770241,-0.07867361946784329,-0.9557110119304517,0.06942815410575773,-0.4844228819597827,0.08314893516191327,-0.6420783256409085,0.09134217158254082,-0.7455459252150748,0.09402969665273737,-0.8441990315499432
open_palm,0.0,0.0,-0.15933049454403425,-0.07799895625454174,-0.2835623236603811,-0.2184641927327709,-0.3636165970403918,-0.3477452313165844,-0.44400627354330136,-0.43605623355958195,-0.24286835920411728,-0.4914973838037482,-0.3041948915284851,-0.6685843514637259,-0.3484407733264742,-0.7713446724612932,-0.39375652016578844,-0.8663447096514281,-0.15823226121382028,-0.5360354243818178,-0.19047870276658277,-0.7571243757462892,-0.2207611592459086,-0.886961363601375,-0.2573166400944595,-1.0,-0.0662394356232712,-0.5309438354583892,-0.08918678667375413,-0.7337528841814442,-0.11726793312625636,-0.8594664374601179,-0.15222250840367313,-0.9693293822995369,0.03178407303934907,-0.48861679163993443,0.04456900352752753,-0.652023324960652,0.04307586285869669,-0.7615401420801532,0.03217846144585212,-0.8606371483088954
open_palm,0.0,0.0,-0.15134069159344926,-0.08249224910323746,-0.2776035116766148,-0.21569112921780803,-0.37313659705434976,-0.3351629063329482,-0.46838141680609824,-0.42224459179199886,-0.23430919795483496,-0.5000351047403425,-0.30542591953639814,-0.6749230304251105,-0.36223281711385275,-0.7649011664500548,-0.4189397059725985,-0.8534383280452212,-0.15134723504630906,-0.5489578490220279,-0.20056160510544951,-0.76631030786592,-0.2406740322365858,-0.889112348786552,-0.2850862152969304,-1.0,-0.06466806036317578,-0.546812657584472,-0.10134305254198112,-0.7507096551476548,-0.14269590611524577,-0.873168253218185,-0.19070857989918485,-0.9863650358908389,0.024881921624643845,-0.5059592286294808,0.027586136156520807,-0.6680651381278686,0.021523892357017155,-0.7769863933319032,0.007265178025246056,-0.8811468444552284
open_palm,0.0,0.0,-0.14643589006033753,-0.08083123702910425,-0.26850282511200424,-0.2219468986351845,-0.3500012252098844,-0.3610533867917593,-0.43292121029562225,-0.45758746013478674,-0.2275019234087576,-0.4933601735409479,-0.2904526096074043,-0.6702676737806537,-0.32989685440382693,-0.7762769312445511,-0.3622719369987686,-0.8840496371372301,-0.13740365986841674,-0.5412642577930392,-0.17669797654239625,-0.7496924381668162,-0.20081949892074805,-0.8781322576075928,-0.22531669541000518,-1.0,-0.04631532428488085,-0.5383920584542086,-0.0710466340496158,-0.7320275584282102,-0.09512051412026643,-0.8552662551839826,-0.1231606589972797,-0.970718508327884,0.046907352531475724,-0.4992587693650399,0.055076215312152316,-0.6516062330823915,0.05682361221074054,-0.7542940191230075,0.0520998517880252,-0.8554828654611114
open_palm,0.0,0.0,-0.13724373711138838,-0.0873104188179395,-0.24427743107499433,-0.22611677060985605,-0.30620060387278153,-0.3640459273424761,-0.37559456304795097,-0.47911829297537056,-0.1918109520348321,-0.5009852589966187,-0.24687164202729975,-0.6802100600591967,-0.2769034388684505,-0.7891490785139467,-0.2976718394173274,-0.8923207973528902,-0.1006636715424529,-0.5380383368232855,-0.12912101571307147,-0.7535642496760618,-0.1452636371108134,-0.8851506113645381,-0.16118522632376633,-1.0,-0.010711351583906152,-0.5244210969216829,-0.028492858140630586,-0.7241423629913315,-0.04273768062658819,-0.8466246339101591,-0.05891530865191338,-0.9568187329765476,0.08130348446162343,-0.4723665799336599,0.0957145461500658,-0.626556568849919,0.10573574291673868,-0.7279574089413353,0.11084535763075144,-0.8238769214326133
open_palm,0.0,0.0,-0.13283166722180564,-0.08695784587696304,-0.24027911041409736,-0.2288074492705025,-0.3058582282977259,-0.3666730355373366,-0.37052240875390585,-0.4818827001489739,-0.1785830267245721,-0.5065776755908864,-0.23263742735239742,-0.6824264691974806,-0.26372157691100584,-0.7899758570645896,-0.28696175696197174,-0.8942904249906791,-0.08777676937325504,-0.5442505607758567,-0.1088006144891594,-0.7531358406380326,-0.12160589150457837,-0.8837454024714851,-0.13581242692762793,-1.0,0.002001866421059077,-0.529569084988839,-0.008120951265636726,-0.7216003133997299,-0.020337962626056354,-0.8427513008364913,-0.03526804877571819,-0.9530171295905959,0.09126532896873343,-0.4748031554120921,0.11151785682800106,-0.6212051655815543,0.12335530059413229,-0.7198217314629798,0.13165144923331515,-0.8160199965441396
open_palm,0.0,0.0,-0.13396596694184018,-0.0935974875099028,-0.23746667594090962,-0.23692881186155718,-0.297638604965853,-0.3749730299920667,-0.36066433303396855,-0.4871391168741306,-0.19082090993084727,-0.5004637777924996,-0.24058121460075685,-0.6753685428444424,-0.2676220397289978,-0.784940782567028,-0.2852209398016819,-0.8917000278148516,-0.09817327084930298,-0.5410553432046253,-0.11792882627707074,-0.7475472555107239,-0.12922097855814457,-0.8782159297411501,-0.1403229720976313,-1.0,-0.008405583545896513,-0.5303021578290772,-0.016955322227296097,-0.7196659980651703,-0.028085043967710194,-0.8405789931937507,-0.04163893518351855,-0.9524260482185537,0.08055625291805836,-0.480344132180964,0.10030645176155606,-0.6266828635070645,0.11302266772548482,-0.7256808907873604,0.12246033902294486,-0.8221709338030952
open_palm,0.0,0.0,-0.13186044721185253,-0.07506478843301385,-0.23757215321041872,-0.20576591844316328,-0.295410285126727,-0.3400896946256372,-0.3542167822329157,-0.46040818913628706,-0.19772416573738288,-0.4916025131397553,-0.2490113471592407,-0.6667892195504769,-0.27737020185052186,-0.7763242073850891,-0.295846929794164,-0.8837328733411944,-0.10503609121071739,-0.5354119945713928,-0.1283375186450314,-0.742981953354249,-0.1388872571624211,-0.8750432763203659,-0.1486915945741458,-1.0,-0.014376301590855943,-0.5255103404595941,-0.024932602583086133,-0.7166785938313056,-0.03338410981549362,-0.8373500214400855,-0.04397530396663189,-0.9505228611814087,0.0774304805828374,-0.4756015988749677,0.09568856607203709,-0.6235359478766632,0.11006214663673965,-0.7235392611261559,0.12177040205402262,-0.8232896790037459
